recommendation,final_score,source_type,discovery_seed,product_group,product_source,brand,category,keyword,search_volume,prev_search_volume,search_volume_growth_pct,total_products,overseas_products,overseas_ratio,opportunity_raw,avg_top10_price,min_top10_price,risk_flags,risk_penalty,volume_source,shopping_status,sample_titles,sample_malls
보류,39.9,product_discovered,크록스,패션잡화,searchad_related,크록스,패션잡화,크록스클래식,3670,0,0.0,0,0,0.0,36.7,0,0,,0,searchad:크록스클래식,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,39.6,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스선셋체어,3640,0,0.0,0,0,0.0,36.4,0,0,,0,searchad:헬리녹스선셋체어,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,39.5,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드가방,8580,0,0.0,0,0,0.0,85.8,0,0,고가정품,10,searchad:비비안웨스트우드가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,39.3,product_discovered,버켄스탁보스턴,신발,searchad_related,버켄스탁,신발,버켄스탁아리조나,7160,0,0.0,0,0,0.0,71.6,0,0,사이즈반품,6,searchad:버켄스탁아리조나,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,38.9,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드지갑,8420,0,0.0,0,0,0.0,84.2,0,0,고가정품,10,searchad:비비안웨스트우드지갑,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,38.8,product_discovered,크록스,신발,searchad_related,크록스,신발,크록스여성샌들,3630,0,0.0,0,0,0.0,36.3,0,0,사이즈반품,6,searchad:크록스여성샌들,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,38.0,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스체어제로,3340,0,0.0,0,0,0.0,33.4,0,0,,0,searchad:헬리녹스체어제로,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,37.7,product_discovered,노스페이스,패션소품/의류,searchad_related,노스페이스,패션소품/의류,노스페이스반바지,5080,0,0.0,0,0,0.0,50.8,0,0,사이즈반품,6,searchad:노스페이스반바지,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,37.3,product_discovered,찰스앤키스,가방/지갑,searchad_related,찰스앤키스,가방/지갑,찰스앤키스지갑,3160,0,0.0,0,0,0.0,31.6,0,0,,0,searchad:찰스앤키스지갑,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,36.8,product_discovered,라코스테,패션소품/의류,searchad_related,라코스테,패션소품/의류,라코스테가디건,4960,0,0.0,0,0,0.0,49.6,0,0,사이즈반품,6,searchad:라코스테가디건,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,36.6,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드시계,7730,0,0.0,0,0,0.0,77.3,0,0,고가정품,10,searchad:비비안웨스트우드시계,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,36.5,product_discovered,반스,신발,searchad_related,반스,신발,반스하프캡,4920,0,0.0,0,0,0.0,49.2,0,0,사이즈반품,6,searchad:반스하프캡,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,36.2,product_discovered,언더아머,가방/지갑,searchad_related,언더아머,가방/지갑,언더아머백팩,2850,0,0.0,0,0,0.0,28.5,0,0,,0,searchad:언더아머백팩,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,35.7,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라페이토샌들,2850,0,0.0,0,0,0.0,28.5,0,0,사이즈반품,6,searchad:휠라페이토샌들,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,35.2,product_discovered,크록스,신발,searchad_related,크록스,신발,크록스신발,4190,0,0.0,0,0,0.0,41.9,0,0,사이즈반품,6,searchad:크록스신발,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,35.0,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드선글라스,7060,0,0.0,0,0,0.0,70.6,0,0,고가정품,10,searchad:비비안웨스트우드선글라스,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,34.9,product_discovered,어그,신발,searchad_related,어그,신발,어그부츠,4060,0,0.0,0,0,0.0,40.6,0,0,사이즈반품,6,searchad:어그부츠,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,34.8,product_discovered,스노우피크,캠핑/아웃도어소품,searchad_related,스노우피크,캠핑/아웃도어소품,스노우피크테이블,2540,0,0.0,0,0,0.0,25.4,0,0,,0,searchad:스노우피크테이블,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,34.7,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드가디건,5730,0,0.0,0,0,0.0,57.3,0,0,고가정품,10,searchad:비비안웨스트우드가디건,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,34.6,product_discovered,찰스앤키스,신발,searchad_related,찰스앤키스,신발,찰스앤키스샌들,2560,0,0.0,0,0,0.0,25.6,0,0,사이즈반품,6,searchad:찰스앤키스샌들,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,33.8,product_discovered,컨버스,가방/지갑,searchad_related,컨버스,가방/지갑,컨버스백팩,2460,0,0.0,0,0,0.0,24.6,0,0,,0,searchad:컨버스백팩,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,32.9,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림반팔,3600,0,0.0,0,0,0.0,36.0,0,0,사이즈반품,6,searchad:슈프림반팔,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,32.7,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스여성샌들,2390,0,0.0,0,0,0.0,23.9,0,0,사이즈반품,6,searchad:스케쳐스여성샌들,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,32.6,product_discovered,살로몬,신발,searchad_related,살로몬,신발,살로몬신발,3550,0,0.0,0,0,0.0,35.5,0,0,사이즈반품,6,searchad:살로몬신발,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,32.3,product_discovered,살로몬,신발,searchad_related,살로몬,신발,살로몬러닝화,3490,0,0.0,0,0,0.0,34.9,0,0,사이즈반품,6,searchad:살로몬러닝화,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,31.9,product_discovered,언더아머,가방/지갑,searchad_related,언더아머,가방/지갑,언더아머가방,2260,0,0.0,0,0,0.0,22.6,0,0,,0,searchad:언더아머가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,31.7,product_discovered,반스,신발,searchad_related,반스,신발,반스로퍼,3320,0,0.0,0,0,0.0,33.2,0,0,사이즈반품,6,searchad:반스로퍼,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,31.0,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스여성운동화,3130,0,0.0,0,0,0.0,31.3,0,0,사이즈반품,6,searchad:스케쳐스여성운동화,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,30.7,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림후드집업,3010,0,0.0,0,0,0.0,30.1,0,0,사이즈반품,6,searchad:슈프림후드집업,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,30.3,product_discovered,스노우피크,캠핑/아웃도어소품,searchad_related,스노우피크,캠핑/아웃도어소품,스노우피크원액션테이블,1940,0,0.0,0,0,0.0,19.4,0,0,,0,searchad:스노우피크원액션테이블,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,30.0,product_discovered,스노우피크,캠핑/아웃도어소품,searchad_related,스노우피크,캠핑/아웃도어소품,스노우피크FD체어,1920,0,0.0,0,0,0.0,19.2,0,0,,0,searchad:스노우피크FD체어,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,29.7,product_discovered,라코스테,신발,searchad_related,라코스테,신발,라코스테스니커즈,2730,0,0.0,0,0,0.0,27.3,0,0,사이즈반품,6,searchad:라코스테스니커즈,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,29.4,product_discovered,어그,신발,searchad_related,어그,신발,어그타스만,2610,0,0.0,0,0,0.0,26.1,0,0,사이즈반품,6,searchad:어그타스만,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,28.3,product_discovered,스노우피크,패션소품/의류,searchad_related,스노우피크,패션소품/의류,스노우피크반바지,2520,0,0.0,0,0,0.0,25.2,0,0,사이즈반품,6,searchad:스노우피크반바지,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,28.3,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스운동화여성,2520,0,0.0,0,0,0.0,25.2,0,0,사이즈반품,6,searchad:스케쳐스운동화여성,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,28.1,product_discovered,타이틀리스트,골프,searchad_related,타이틀리스트,골프,타이틀리스트T100,1540,0,0.0,0,0,0.0,15.4,0,0,,0,searchad:타이틀리스트T100,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,27.5,product_discovered,캉골,패션소품/의류,searchad_related,캉골,패션소품/의류,캉골모자,2440,0,0.0,0,0,0.0,24.4,0,0,사이즈반품,6,searchad:캉골모자,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,27.1,product_discovered,아크네스튜디오,가방/지갑,searchad_related,아크네스튜디오,가방/지갑,아크네스튜디오가방,1440,0,0.0,0,0,0.0,14.4,0,0,,0,searchad:아크네스튜디오가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,26.9,product_discovered,라코스테,패션소품/의류,searchad_related,라코스테,패션소품/의류,라코스테양말,2370,0,0.0,0,0,0.0,23.7,0,0,사이즈반품,6,searchad:라코스테양말,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,26.5,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스키즈운동화,2340,0,0.0,0,0,0.0,23.4,0,0,사이즈반품,6,searchad:스케쳐스키즈운동화,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,26.3,product_discovered,컨버스,가방/지갑,searchad_related,컨버스,가방/지갑,컨버스가방,1360,0,0.0,0,0,0.0,13.6,0,0,,0,searchad:컨버스가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,26.2,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라슬리퍼,2270,0,0.0,0,0,0.0,22.7,0,0,사이즈반품,6,searchad:휠라슬리퍼,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,25.8,product_discovered,아레나,패션소품/의류,searchad_related,아레나,패션소품/의류,아레나수영모자,1360,0,0.0,0,0,0.0,13.6,0,0,사이즈반품,6,searchad:아레나수영모자,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,25.8,product_discovered,아레나,가방/지갑,searchad_related,아레나,가방/지갑,아레나가방,1330,0,0.0,0,0,0.0,13.3,0,0,,0,searchad:아레나가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,25.6,product_discovered,파타고니아,패션소품/의류,searchad_related,파타고니아,패션소품/의류,파타고니아티셔츠,2110,0,0.0,0,0,0.0,21.1,0,0,사이즈반품,6,searchad:파타고니아티셔츠,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,25.3,product_discovered,언더아머,신발,searchad_related,언더아머,신발,언더아머러닝화,2080,0,0.0,0,0,0.0,20.8,0,0,사이즈반품,6,searchad:언더아머러닝화,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,25.2,product_discovered,타이틀리스트,골프,searchad_related,타이틀리스트,골프,타이틀리스트T200,1270,0,0.0,0,0,0.0,12.7,0,0,,0,searchad:타이틀리스트T200,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,24.9,product_discovered,아크네스튜디오,패션소품/의류,searchad_related,아크네스튜디오,패션소품/의류,아크네스튜디오반팔,1970,0,0.0,0,0,0.0,19.7,0,0,사이즈반품,6,searchad:아크네스튜디오반팔,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,24.6,product_discovered,캉골,패션소품/의류,searchad_related,캉골,패션소품/의류,캉골반팔티,1950,0,0.0,0,0,0.0,19.5,0,0,사이즈반품,6,searchad:캉골반팔티,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,24.4,product_discovered,컨버스,패션잡화,searchad_related,컨버스,패션잡화,컨버스척테일러70,1180,0,0.0,0,0,0.0,11.8,0,0,,0,searchad:컨버스척테일러70,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,23.9,product_discovered,타이틀리스트,골프,searchad_related,타이틀리스트,골프,타이틀리스트골프공PROV1,1150,0,0.0,0,0,0.0,11.5,0,0,,0,searchad:타이틀리스트골프공PROV1,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,23.7,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림티셔츠,1910,0,0.0,0,0,0.0,19.1,0,0,사이즈반품,6,searchad:슈프림티셔츠,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,23.3,product_discovered,버켄스탁보스턴,신발,searchad_related,버켄스탁,신발,버켄스탁보스턴타우페,1760,0,0.0,0,0,0.0,17.6,0,0,사이즈반품,6,searchad:버켄스탁보스턴타우페,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,23.0,product_discovered,언더아머,패션소품/의류,searchad_related,언더아머,패션소품/의류,언더아머양말,1750,0,0.0,0,0,0.0,17.5,0,0,사이즈반품,6,searchad:언더아머양말,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,22.7,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림후드티,1610,0,0.0,0,0,0.0,16.1,0,0,사이즈반품,6,searchad:슈프림후드티,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,22.4,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림캠프캡,1590,0,0.0,0,0,0.0,15.9,0,0,사이즈반품,6,searchad:슈프림캠프캡,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,21.8,product_discovered,캉골,패션소품/의류,searchad_related,캉골,패션소품/의류,캉골티셔츠,1510,0,0.0,0,0,0.0,15.1,0,0,사이즈반품,6,searchad:캉골티셔츠,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,21.4,product_discovered,반스,신발,searchad_related,반스,신발,반스올드스쿨블랙,1490,0,0.0,0,0,0.0,14.9,0,0,사이즈반품,6,searchad:반스올드스쿨블랙,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,20.8,product_discovered,반스,신발,searchad_related,반스,신발,반스신발,1410,0,0.0,0,0,0.0,14.1,0,0,사이즈반품,6,searchad:반스신발,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,19.2,product_discovered,반스,신발,searchad_related,반스,신발,반스어센틱블랙,1270,0,0.0,0,0,0.0,12.7,0,0,사이즈반품,6,searchad:반스어센틱블랙,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,19.2,product_discovered,버켄스탁보스턴,신발,searchad_related,버켄스탁,신발,버켄스탁보스턴사이즈,1270,0,0.0,0,0,0.0,12.7,0,0,사이즈반품,6,searchad:버켄스탁보스턴사이즈,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,18.4,product_discovered,언더아머,패션소품/의류,searchad_related,언더아머,패션소품/의류,언더아머티셔츠,1180,0,0.0,0,0,0.0,11.8,0,0,사이즈반품,6,searchad:언더아머티셔츠,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,17.6,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라신발,1140,0,0.0,0,0,0.0,11.4,0,0,사이즈반품,6,searchad:휠라신발,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,17.3,product_discovered,파타고니아,패션소품/의류,searchad_related,파타고니아,패션소품/의류,파타고니아반팔티,1120,0,0.0,0,0,0.0,11.2,0,0,사이즈반품,6,searchad:파타고니아반팔티,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
보류,17.0,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라가방,1110,0,0.0,0,0,0.0,11.1,0,0,사이즈반품,6,searchad:휠라가방,"fallback_input_after_error:Shopping API error 404: {
        ""errorMessage"": ""Invalid search api (존재하지 않는 검색 api 입니다.)"",
      ",,
