recommendation,final_score,source_type,discovery_seed,product_group,product_source,brand,category,keyword,search_volume,prev_search_volume,search_volume_growth_pct,total_products,overseas_products,overseas_ratio,opportunity_raw,avg_top10_price,min_top10_price,risk_flags,risk_penalty,volume_source,shopping_status,sample_titles,sample_malls
보류,39.3,product_discovered,언더아머,패션소품/의류,searchad_related,언더아머,패션소품/의류,언더아머양말,2230,0,0.0,19291,2175,0.11274687678191903,0.9802197802197802,13295,5760,사이즈반품,6,searchad:언더아머양말,ok,[백화점상품] 언더아머 양말 세트 스포츠 러닝 런닝 등산 운동 데일리 단목 중목 남자 남성 | 언더아머 장목 여성 남성 스포츠양말 5켤레 1세트 골프 러닝 테니스 축구 등산 | 코스트코 뉴발란스 양말 단목 언더아머 양말 아디다스 양말 단목 스포츠 발목 양말,Trendy-lab | 뭉가스토어 | 남성운동런닝스포츠쿠션세트
보류,38.7,product_discovered,컨버스,신발,searchad_related,컨버스,신발,컨버스운동화,10660,0,0.0,206917,92902,0.4489819589497238,0.11462119094213027,72957,27570,사이즈반품,6,searchad:컨버스운동화,ok,컨버스 척테일러 올스타 클래식 M7652C 화이트 | [컨버스] 척테일러 올스타 리프트 더블 스택 블랙 로우탑 키높이 캔버스화 A15490C | 컨버스 척테일러 올스타 리프트 무브 로우 하이(국내매장판),네이버 | 컨버스 | 블루인데이
보류,36.7,product_discovered,라코스테,신발,searchad_related,라코스테,신발,라코스테스니커즈,3660,0,0.0,53788,20581,0.38263181378746186,0.17697403413761423,77375,44450,사이즈반품,6,searchad:라코스테스니커즈,ok,라코스테 메디안 LTH 레더 스니커즈 RZ0130W56G | [30%즉할]라코스테 운동화 여성 카나비 파워코트 단화 스니커즈 신발 화이트 | 라코스테스포츠 [26SS] 여성 메디앙레더 스니커즈 RZ0130W56G 21G,네이버 | 11번가 | AK 분당 라코스테스포츠
보류,35.9,product_discovered,라코스테,패션소품/의류,searchad_related,라코스테,패션소품/의류,라코스테반팔티,3790,0,0.0,104597,24829,0.23737774505960973,0.15203177022744593,96038,62370,사이즈반품,6,searchad:라코스테반팔티,ok,라코스테 베이직 크루넥 반팔 티셔츠 TH380E 56G | 라코스테 베이직 오픈카라 반팔 폴로 셔츠 PH387E 56G | 라코스테 베이직 오토만 반팔 폴로 셔츠 DH8342 56G,네이버 | 네이버 | 네이버
보류,34.7,product_discovered,아크네스튜디오,가방/지갑,searchad_related,아크네스튜디오,가방/지갑,아크네스튜디오가방,1500,0,0.0,9003,6575,0.7303121181828279,0.2247191011235955,827563,149000,,0,searchad:아크네스튜디오가방,ok,[국내배송] 아크네스튜디오 admyral 캡슐 토트백 (-65%) | 26SS 아크네 스튜디오 가방 cognac brown 295 | 아크네스튜디오 베이커 아웃 미니 토트백 C10068,런던뉴럽걸 | SSG닷컴 | 네이버
보류,34.5,product_discovered,버켄스탁보스턴,신발,searchad_related,버켄스탁,신발,버켄스탁남자샌들,2020,0,0.0,52492,32389,0.6170273565495694,0.06217488996275663,136940,77520,사이즈반품,6,searchad:버켄스탁남자샌들,ok,버켄스탁 밀라노 블랙 다크 브라운 버코플로 레더 레귤러 | 버켄스탁 아리조나 레귤러 샌들 1512111 | 버켄스탁 모가미 테라 남자 스포츠 샌들,지니슈즈 | 네이버 | JUDANET
보류,34.2,product_discovered,COS,가방/지갑,searchad_related,COS,가방/지갑,COS가방,12570,0,0.0,25822,13202,0.5112694601502594,0.9449706811005864,83469,52000,식품,25,searchad:COS가방,ok,[국내오늘출고]코스 COS 퀼티드 미니백 구름백 오버사이즈 초미니마이크로 식빵 보부상 | 국내당일발송 코스 COS 퀼티드 미니백 퀼팅백 구름백 마이크로 가방 오버사이즈 | [내일수령] COS 코스 퀼티드 미니백 초미니 마이크로 식빵 구름 메신저 미국유럽백화점,챠밍논 | 유로브로 | 트위티 155
보류,34.0,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림캠프캡,1940,0,0.0,15482,10978,0.709081514016277,0.17512186315219352,145950,108800,사이즈반품,6,searchad:슈프림캠프캡,ok,슈프림 모자 캠프캡 블랙 데님 트윌 페이즐리 치노 반다나 | 슈프림 모자 밀리터리 캠프캡 - 26SS SS26H45 | [국내배송] 슈프림 모자 치노 트윌 슈프림 캠프 캡,LASTPICK | 두유원몰 | 레이바쿠
보류,33.9,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스여성운동화,3960,0,0.0,154862,39465,0.2548397928478258,0.10008846202451661,121115,88000,사이즈반품,6,searchad:스케쳐스여성운동화,ok,[스케쳐스] 남여 고워크 나우 슬립인스 | 스케쳐스 여성 맥스쿠셔닝 아치핏 2.0 슬립인스 SP0ＷRCGX101 | [스케쳐스] 남여 고워크 나우 번지 슬립인스,스케쳐스코리아 | 스케쳐스 수원영통점 | 스케쳐스코리아
보류,33.4,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림후드집업,1470,0,0.0,5840,3335,0.5710616438356164,0.4279475982532751,487534,185000,사이즈반품,6,searchad:슈프림후드집업,ok,"슈프림 플래쉬 집업 후드 스웻셔츠 | 25FW 슈프림 후드집업 슈프림 아크써멀 라인드집업 후드 스웨트셔츠 블랙,네이비,애쉬그레이 | 26SS 슈프림 후드집업 크랙래글런 집업후드 스웨트셔츠 워시드네이비 L, XL / 블랙 L",네이버 | 노블가든스토어 | 노블가든스토어
보류,32.8,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드가방,8400,0,0.0,89581,36668,0.40932787086547373,0.22845953002610966,238643,105510,고가정품,10,searchad:비비안웨스트우드가방,ok,비비안웨스트우드 뉴 미니 체인 크로스백 (10컬러) | [세금별도/재고확보] 비비안웨스트우드 요한나 미니 야스민 백 블랙 | [영국아울렛] 비비안웨스트우드 사피아노 하프문 백 (9컬러),웨스트런던 | 오즈런던 | 웨스트런던
보류,32.7,product_discovered,파타고니아,패션소품/의류,searchad_related,파타고니아,패션소품/의류,파타고니아반팔티,1490,0,0.0,44069,8424,0.1911547800040845,0.17480056311590803,62568,27900,사이즈반품,6,searchad:파타고니아반팔티,ok,파타고니아 P-6 로고 리스판서빌리티 반팔 티셔츠 | 파타고니아 멘즈 홈 워터 트라우트 오가닉 티셔츠 GG 37547Q5 | [파타고니아] 파타고니아P-6로고 반팔티셔츠(3COLOR),네이버 | 네이버 | 하프클럽
보류,32.7,product_discovered,아레나,패션소품/의류,searchad_related,아레나,패션소품/의류,아레나수영모자,1240,0,0.0,120781,4950,0.04098326723574072,0.24554455445544554,11573,4650,사이즈반품,6,searchad:아레나수영모자,ok,아레나 수영복 스판수모 A5AC1AS02 | 아레나 실리콘수모 수영모자 성인 아동 공용 남 여자 실내수영장 강습용 롱헤어 메쉬 수영모 | 아레나 메쉬 망사 수모 수영모자 AS11,네이버 | 에스비몰 | 잔차나라
보류,32.6,product_discovered,파타고니아,패션소품/의류,searchad_related,파타고니아,패션소품/의류,파타고니아티셔츠,2530,0,0.0,95701,23985,0.25062434039351733,0.10504463358937098,60112,27900,사이즈반품,6,searchad:파타고니아티셔츠,ok,파타고니아 P-6 로고 리스판서빌리티 반팔 티셔츠 | 파타고니아 멘즈 홈 워터 트라우트 오가닉 티셔츠 GG 37547Q5 | [파타고니아] 파타고니아P-6로고 반팔티셔츠(3COLOR),네이버 | 네이버 | 하프클럽
보류,32.6,product_discovered,아레나,가방/지갑,searchad_related,아레나,가방/지갑,아레나가방,1070,0,0.0,392378,30590,0.07796053805259215,0.03486477680026067,25027,18470,,0,searchad:아레나가방,ok,아레나 메쉬 수영가방 포켓 목욕가방 샤워박스 대용량 물놀이 수영장 망사 비치백 | 아레나 수영가방 사각 수영복가방 숄더백 생존수영키트 방수 워터파크 드라이백 | 아레나 메쉬 수영가방 포켓 샤워박스 대형 방수 목욕가방 수영장 비치백,움파움파 | 움파움파 | 아쿠온
보류,31.8,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라신발,1660,0,0.0,239469,12106,0.05055351632152805,0.13599868916926103,74634,35910,사이즈반품,6,searchad:휠라신발,ok,FILA 트리뷴 경량 운동화 겸 트레킹화 여성용 TV상품 | 휠라 에샤페 벨크로 메리제인 FS261OD03X045 | FILA 트리톤 경량 운동화 여성용 TV상품,GSSHOP | 네이버 | GSSHOP
보류,31.6,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스운동화여성,3040,0,0.0,154862,39465,0.2548397928478258,0.07683558700871983,119900,88000,사이즈반품,6,searchad:스케쳐스운동화여성,ok,[스케쳐스] 남여 고워크 나우 슬립인스 | [스케쳐스] 남여 고워크 나우 번지 슬립인스 | 스케쳐스 여성 맥스쿠셔닝 아치핏 2.0 슬립인스 SP0ＷRCGX101,스케쳐스코리아 | 스케쳐스코리아 | 스케쳐스 수원영통점
보류,30.8,product_discovered,언더아머,신발,searchad_related,언더아머,신발,언더아머러닝화,1830,0,0.0,84153,19280,0.2291065083835395,0.09442724458204334,67630,45000,사이즈반품,6,searchad:언더아머러닝화,ok,언더아머 UA 어센드 6009827 | [언더아머 본사]UA U Mvmnt 라이트 2종 6010425 | 언더아머 남자 런닝화 발편한 러닝 운동화 호버 팬텀1 블랙 신발 270~295mm,네이버 | 언더아머 코리아 | 샵푸다
보류,29.6,product_discovered,언더아머,패션소품/의류,searchad_related,언더아머,패션소품/의류,언더아머바지,1860,0,0.0,166990,24279,0.145391939637104,0.07629517207432626,31285,17620,사이즈반품,6,searchad:언더아머바지,ok,언더아머 남자 투인원 4부 팬츠 기능성 트레이닝복 우븐 스포츠 반바지 | 언더아머 론치 투인원 5인치 쇼츠 1382640 | 언더아머 론치 5인치 쇼츠 1382617,윈텍 | 네이버 | 네이버
보류,29.0,product_discovered,어그,신발,searchad_related,어그,신발,어그타스만,1600,0,0.0,33303,19705,0.5916884364771943,0.08078767987881848,83646,54900,사이즈반품,6,searchad:어그타스만,ok,UGG 미국어그 타스만 클래식미니 코케트 털슬리퍼 모카신 부츠 레인부츠 여성 남성 | 어그 타스만 II 슬리퍼 1174470 | [국내출고] 호주 어그 타스만 슬리퍼 에버어그 체스넛 호주어그,베이지그 | 네이버 | Arabi.J
보류,28.4,product_discovered,살로몬,신발,searchad_related,살로몬,신발,살로몬신발,4510,0,0.0,127603,65406,0.5125741557800365,0.06884865508503038,268937,125900,사이즈반품,6,searchad:살로몬신발,ok,살로몬 러닝화 XT-6 고어텍스 화이트 블랙 운동화 신발 | 살로몬 XT-6 운동화 러닝화 스피드벌스 블랙 화이트 신발 | 살로몬 XT-6 고어텍스 GTX 운동화 러닝화 신발,그냥일상 | 슈커밍 | 슈커밍
보류,27.7,product_discovered,슈프림,패션소품/의류,searchad_related,슈프림,패션소품/의류,슈프림티셔츠,2160,0,0.0,76240,53691,0.7042366211962224,0.0401554163335874,142700,29500,사이즈반품,6,searchad:슈프림티셔츠,ok,[국내당일] 슈프림 헤인즈 반팔 레이어드 이너 티셔츠 이너티 | 슈프림 반팔 티셔츠 빅사이즈 모음전 S-XXL | 슈프림 슈프림 헤인즈 태그리스 티셔츠 1ea 1개입,럭스리밋 | 두유원몰 | 네이버
보류,25.5,product_discovered,어그,신발,searchad_related,어그,신발,어그부츠,1980,0,0.0,156995,99079,0.6310965317366796,0.019963903648957945,71806,29300,사이즈반품,6,searchad:어그부츠,ok,어그 클래식 클리어미니 양털부츠 AS3031 | 어그 클래식 울트라 미니 1116109 | 어그 부츠 호주 클래식 미들 숏 오즈웨어 방수 털,네이버 | 네이버 | 부스트몰
보류,25.3,product_discovered,찰스앤키스,신발,searchad_related,찰스앤키스,신발,찰스앤키스신발,1070,0,0.0,29162,25285,0.8670530141965571,0.04215087650187118,71808,43000,사이즈반품,6,searchad:찰스앤키스신발,ok,찰스앤키스 크로셰 플로럴 메리제인 플랫 CK170580273 | 찰스앤키스 커브 플랫폼 메리제인 CK1709004001 | 찰스앤키스 새틴 보우 메리제인 플랫 ck171720057,네이버 | 네이버 | 네이버
보류,25.1,product_discovered,반스,신발,searchad_related,반스,신발,반스스니커즈,1640,0,0.0,179947,55818,0.31019133411504496,0.029328659823312706,57781,39000,사이즈반품,6,searchad:반스스니커즈,ok,반스 어센틱 44dx 그린 블랙 레드 블루 화이트 아이보리 플랫폼 컴피쿠시 | [백화점상품] 반스 운동화 올드스쿨 어센틱 슬립온 체커보드 스타일36 코어클래식 | 반스 어센틱 44DX 클래식 화이트 스니커즈 올드스쿨 블랙 단화 운동화 헬스 레드,LASTPICK | Trendy-lab | 정품발품
보류,25.0,product_discovered,반스,신발,searchad_related,반스,신발,반스신발,1730,0,0.0,281567,85611,0.3040519663170755,0.0201841070574372,50224,39000,사이즈반품,6,searchad:반스신발,ok,반스 코어 클래식 슬립온 VN000EYE | [백화점상품] 반스 운동화 올드스쿨 어센틱 슬립온 체커보드 스타일36 코어클래식 | 반스 어센틱 44dx 그린 블랙 레드 블루 화이트 아이보리 플랫폼 컴피쿠시,네이버 | Trendy-lab | LASTPICK
