recommendation,final_score,source_type,discovery_seed,product_group,product_source,brand,category,keyword,search_volume,prev_search_volume,search_volume_growth_pct,total_products,overseas_products,overseas_ratio,opportunity_raw,avg_top10_price,min_top10_price,risk_flags,risk_penalty,volume_source,shopping_status,sample_titles,sample_malls
우선소싱,78.4,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스백팩,45250,0,0.0,13657,5200,0.3807571208903859,8.537735849056604,182076,114400,,0,searchad:아크테릭스백팩,ok,아크테릭스 헬리아드 15 백팩 ABQSU10358 | (국내발송) 아크테릭스 헬리아드 백팩 15 블랙 | [아크테릭스][공식판매처] SS26 헬리아드 15 백팩 ABQSU10358,네이버 | 파이스트82 | 아크테릭스
우선소싱,75.8,product_discovered,뉴발란스,신발,searchad_related,뉴발란스,신발,뉴발란스샌들,30890,0,0.0,27548,4268,0.15492957746478872,7.071886446886447,82616,27600,사이즈반품,6,searchad:뉴발란스샌들,ok,뉴발란스 샌들 엔클레이 스트랩 찍찍이 발볼넓은 슬리퍼 | 뉴발란스 프리들 샌들 230 Hook and Loop 남여공용 130-160 | 뉴발란스 샌들 SD3601BK2 엔클레이 찍찍이 스트랩 여름 발편한 신발 블랙,유어유스. | 일본 주머니 | 유어유스.
우선소싱,75.6,product_discovered,롱샴,가방/지갑,searchad_related,롱샴,가방/지갑,롱샴미니백,27860,0,0.0,6771,4169,0.6157140747304681,6.526118528929492,186238,86130,,0,searchad:롱샴미니백,ok,[국내발송] 롱샴 르 플리아쥬 미니백 오리지널 핸들 파우치 | 꼭 보세요 정가품구별법 [신세계백화점 제품] 롱샴 르 플리아쥬 오리지널 핸들 파우치 미니백 | 롱샴 르 플리아쥬 미니 탑핸들 34175 089,유럽백 | 갤러리 명품관 | 네이버
우선소싱,75.1,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스샌들,93260,0,0.0,46439,15703,0.33814250952862895,5.901411124470037,75740,44000,사이즈반품,6,searchad:스케쳐스샌들,ok,스케쳐스 아치핏 업비트 SL0WSCFM09 | 스케쳐스 여성 아치핏 2.0 샌들 슬립인스 SP0ＷSCGＭ111 | 스케쳐스 여성 고워크 아치핏 2.0 슬립인스 샌들 SP0ＷSCGM015,네이버 | 스케쳐스 수원영통점 | 스케쳐스 청주
테스트,74.4,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스헬리아드15,11630,0,0.0,1958,667,0.3406537282941777,15.162972620599739,149831,114400,,0,searchad:아크테릭스헬리아드15,ok,아크테릭스 헬리아드 15 백팩 ABQSU10358 | (국내발송) 아크테릭스 헬리아드 백팩 15 블랙 | [아크테릭스][공식판매처] SS26 헬리아드 15 백팩 ABQSU10358,네이버 | 파이스트82 | 아크테릭스
테스트,73.4,product_discovered,아식스라이프워커,신발,searchad_related,아식스,신발,아식스샌들,24210,0,0.0,6053,4239,0.7003138939368908,5.579626642083429,109189,46800,사이즈반품,6,searchad:아식스샌들,ok,아식스 젤 소노마 SE 샌들 1203A408 | 남성 여성 아식스 샌들 젤 소노마 se 4컬러 여름 발편한 | 아식스 젤 소노마 SE 샌들 1203A670,네이버 | 홍콩비자 | 네이버
테스트,72.9,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스체어원,11160,0,0.0,3079,1208,0.39233517375771354,8.53211009174312,134585,85000,,0,searchad:헬리녹스체어원,ok,헬리녹스 체어원 하이백 re | 헬리녹스 체어원 re 하이백 체어원 리 RE 경량 의자 체어투 선셋체어 중간 사이즈 | 헬리녹스 체어원 미니 사이즈 기본 택티컬체어 미니 키즈 어린이 의자,네이버 | 플롬아웃도어 울산점 | 플롬아웃도어 울산점
테스트,71.7,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라샌들,12230,0,0.0,33227,1638,0.04929725825382972,7.036823935558113,62385,37310,사이즈반품,6,searchad:휠라샌들,ok,휠라 페이토 샌들 V2 1SM02777H | [신세계백화점]휠라 (대전신세계)FILA3종택1 공용 휠라 시그니쳐 슬릭 웨이비 샌들 v2 1SM02780H | 휠라 페이토 v2 샌들 운동화 운샌들 데일리 신발,네이버 | G마켓 | 마음의선물
테스트,71.5,product_discovered,크록스,신발,searchad_related,크록스,신발,크록스슬리퍼,87270,0,0.0,154461,23135,0.1497789085918128,3.7559715945771464,51070,41900,사이즈반품,6,searchad:크록스슬리퍼,ok,[백화점매장판] 크록스 슬리퍼 샌들 바야 밴드 클로그 플랫폼 여성 여자 | [백화점상품] 크록스 슬리퍼 샌들 바야 밴드 클로그 | [백화점매장판] 크록스 에코클로그 슬리퍼 샌들 본 블랙 마블,brand-one | Trendy-lab | brand-one
테스트,71.2,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라페이토샌들,6620,0,0.0,7771,33,0.004246557714579848,49.774436090225564,69955,52150,사이즈반품,6,searchad:휠라페이토샌들,ok,휠라 페이토 샌들 V2 1SM02777H | 휠라 페이토 v2 샌들 운동화 운샌들 데일리 신발 | 휠라 페이토 샌들 v2 4종 택1_FS262SD03X004,네이버 | 마음의선물 | FILA KOREA
테스트,71.0,product_discovered,룰루레몬,주방/생활,searchad_related,룰루레몬,주방/생활,룰루레몬텀블러,7900,0,0.0,621,529,0.8518518518518519,12.559618441971383,66848,54900,,0,searchad:룰루레몬텀블러,ok,룰루레몬 텀블러 보온 대용량 손잡이 보냉 텀블러 스포츠 보틀 710ml 템블러 | 룰루레몬 텀블러 대용량 빨대 보온 보냉 손잡이 스포츠 보틀 스트로 리드 530ml | 룰루레몬 인슐레이티드 머그 텀블러 40oz Insulated Tumbler,감정생활 | 감정생활 | 북미 직구의 모든것
테스트,70.8,product_discovered,타이틀리스트,골프,searchad_related,타이틀리스트,골프,타이틀리스트골프공,13970,0,0.0,31576,2960,0.09374208259437547,4.565359477124183,61370,29000,,0,searchad:타이틀리스트골프공,ok,타이틀리스트 Pro V1 골프공 2025년 12개입 | 타이틀리스트 골프공 PRO V1 인쇄 로고 2026 | 골프공 선물 세트 인쇄 각인 제작 홀인원 기념볼 타이틀리스트 HVC 4구 1마커,네이버 | 베스트캐슬 | 에어로스토어
테스트,69.9,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스체어,19870,0,0.0,13884,6329,0.45584845865744744,3.0906828433659976,153560,85000,,0,searchad:헬리녹스체어,ok,헬리녹스 체어원 하이백 re | 헬리녹스 체어원 re 하이백 체어원 리 RE 경량 의자 체어투 선셋체어 중간 사이즈 | 헬리녹스 체어제로 캠핑 초경량 백패킹,네이버 | 플롬아웃도어 울산점 | 오캠프 스토어
테스트,69.0,product_discovered,유니클로,가방/지갑,searchad_related,유니클로,가방/지갑,유니클로가방,10990,0,0.0,3832,2523,0.6584029227557411,4.189858940144872,40362,12900,,0,searchad:유니클로가방,ok,국내오늘출고 유니클로 멀티포켓숄더백 가방 블랙 올리브 | [국내당일] 일본 유니클로 드로스트링백 데일리 숄더백 남녀공용 | 유니클로 유틸리티 숄더백 크로스백 국내배송,챠밍논 | WONDERS | 정품브랜드 e-store
테스트,68.6,product_discovered,아식스라이프워커,신발,searchad_related,아식스,신발,아식스젤카야노14,50910,0,0.0,20374,9523,0.46740944340826546,5.290449963628806,175788,68000,사이즈반품,6,searchad:아식스젤카야노14,ok,아식스 젤 카야노 14 운동화 런닝화 언리미티드 블랙 퓨어 실버 화이트 크림 그레이 | 아식스 운동화 코트S 젤 카야노 14 젤 소노마 1130 1090 조그100s 발볼넓은 | 아식스 젤 카야노 14 1202A056 109,베이지그 | 히트플레이어 | 잇썸몰
테스트,68.3,product_discovered,뉴발란스,신발,searchad_related,뉴발란스,신발,뉴발란스530,68530,0,0.0,44565,12377,0.27772915965443734,5.4925062114290295,86727,64000,사이즈반품,6,searchad:뉴발란스530,ok,(국내매장판AS가능) 뉴발란스 530 성인 런닝화 운동화 스틸그레이 화이트 KA | 뉴발란스 530 운동화 스틸그레이 실버 화이트 베이지 도트 땡땡이 | (정품) 뉴발란스 740 530 410 블랙 스틸그레이 택일( U740BM2 MR530KA ),런칭샵 | 베이지그 | SSG닷컴
테스트,68.1,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스체어투,3710,0,0.0,722,177,0.2451523545706371,13.393501805054152,148775,50000,,0,searchad:헬리녹스체어투,ok,헬리녹스 체어원 re 하이백 체어원 리 RE 경량 의자 체어투 선셋체어 중간 사이즈 | 헬리녹스 체어투 캠핑 의자 코스트코 경량 아웃도어 체어 (2 color) 기본 | 헬리녹스 택티컬 체어투 캠핑 의자,플롬아웃도어 울산점 | 늘상생활 | 네이버
테스트,67.7,product_discovered,파타고니아,패션소품/의류,searchad_related,파타고니아,패션소품/의류,파타고니아반바지,15780,0,0.0,22569,5838,0.2586734015685232,2.657460424385315,88183,61180,사이즈반품,6,searchad:파타고니아반바지,ok,(국내매장판) 파타고니아 반바지 배기스 12.7cm(5인치) 수영복 쇼츠 팬츠 | 국내매장판 파타고니아 반바지 배기스 12.7cm(﻿5인치) 17.8cm(7인치) 쇼츠 팬츠 | 파타고니아 배기스 쇼츠 57022Q5,디스포 | 썬더슈터 | 네이버
테스트,67.1,product_discovered,롱샴,가방/지갑,searchad_related,롱샴,가방/지갑,롱샴백팩,16250,0,0.0,6600,4030,0.6106060606060606,3.9346246973365617,244494,24220,,0,searchad:롱샴백팩,ok,롱샴 백팩 르플리아쥬 오리지널 제니백 M 사이즈 | 롱샴 백팩 르플리아쥬 제니 M 노트북 | 롱샴 르 플리아쥬 오리지널 백팩 L1699089P68,청춘향기 | 비밤비 Beebalmbee | 네이버
테스트,67.0,product_discovered,뉴발란스,신발,searchad_related,뉴발란스,신발,뉴발란스740,44400,0,0.0,28273,10530,0.3724401372334029,4.176857949200376,109185,71949,사이즈반품,6,searchad:뉴발란스740,ok,[국내당일] 뉴발란스 740 블랙 실버 U740BM2 | (정품) 뉴발란스 740 530 410 블랙 스틸그레이 택일( U740BM2 MR530KA ) | [뉴발란스] 뉴발란스 740 2종 모음 U740WM2 U740WN2,슈물주 | SSG닷컴 | 하프클럽
테스트,66.9,product_discovered,휠라인터런,신발,searchad_related,휠라,신발,휠라운동화,19560,0,0.0,189342,8721,0.046059511360395475,2.217435664890602,63879,35910,사이즈반품,6,searchad:휠라운동화,ok,휠라 페이토 v2 샌들 운동화 운샌들 데일리 신발 | 휠라 에샤페 메리제인 운동화 920 1XM02376H | FILA 트리톤 경량 운동화 여성용 TV상품,마음의선물 | 롯데프리미엄 김해점 휠라 | GSSHOP
테스트,66.4,product_discovered,아식스라이프워커,신발,searchad_related,아식스,신발,아식스젤소노마,14930,0,0.0,9503,6044,0.63600968115332,2.4300130208333335,109280,46800,사이즈반품,6,searchad:아식스젤소노마,ok,아식스 젤 소노마 SE 샌들 1203A408 | 아식스 젤 소노마 TR 트레일 아웃도어 그레이 베이지 1203A719-201 | 아식스 운동화 코트S 젤 카야노 14 젤 소노마 1130 1090 조그100s 발볼넓은,네이버 | 잇썸몰 | 히트플레이어
테스트,66.4,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스선셋체어,3470,0,0.0,1727,348,0.2015055008685582,7.745535714285714,167969,78800,,0,searchad:헬리녹스선셋체어,ok,헬리녹스 체어원 re 하이백 체어원 리 RE 경량 의자 체어투 선셋체어 중간 사이즈 | 헬리녹스 선셋체어 re | 헬리녹스 선셋체어 LT,플롬아웃도어 울산점 | 네이버 | 네이버
테스트,66.2,product_discovered,아디다스,신발,searchad_related,아디다스,신발,아디다스샌들,29730,0,0.0,69154,15726,0.22740550076640542,1.878554277770757,57257,48190,사이즈반품,6,searchad:아디다스샌들,ok,아디다스 오즈웨이브 샌들 JS458 | 아디다스 오즈웨이브 샌들 실버 블랙 JS4580 JS4582 남녀공용 스포츠 여름 샌들 | [국내매장판] 아디다스 샌들 운동화 아디폼 메가제인 스니커 오즈웨이브 XLG 핀 펄스,네이버 | 쇼핑바이유 | 젤라룸
테스트,66.0,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스반팔,27730,0,0.0,17313,6785,0.3919020389302836,4.027596223674655,104568,46800,사이즈반품,6,searchad:아크테릭스반팔,ok,아크테릭스 크래그 SL 코튼 버드 워드 셔츠 ATQSM09535 | 아크테릭스 아크워드 앞로고 티셔츠(남여공용) | (국내매장판) 아크테릭스 반팔 반팔티 크래그 코튼 로고 SS 티셔츠 블랙,네이버 | 베스트포니샵 | 파이스트82
테스트,65.8,product_discovered,롱샴,가방/지갑,searchad_related,롱샴,가방/지갑,롱샴르플리아쥬,40750,0,0.0,52339,26012,0.49699077169987965,1.5605851715686274,182299,119000,,0,searchad:롱샴르플리아쥬,ok,[국내백화점] 롱샴 탑 핸들백 토트백 르 플리아쥬 오리지널 스몰 | [국내발송] 롱샴 르 플리아쥬 미니백 오리지널 핸들 파우치 | 꼭 보세요 정가품구별법 [신세계백화점 제품] 롱샴 르 플리아쥬 오리지널 핸들 파우치 미니백,유로어센틱 | 유럽백 | 갤러리 명품관
테스트,65.3,product_discovered,나이키,신발,searchad_related,나이키,신발,나이키슬리퍼,74400,0,0.0,98006,21403,0.2183845886986511,3.459982328047249,55753,21840,사이즈반품,6,searchad:나이키슬리퍼,ok,나이키 캄 슬라이드 슬리퍼 남성용 발편한 커플 학교 사무실 실내화 | 나이키 마인드 001 프리게임 뮬 슬리퍼 | 나이키 리액트X 리주버네이트 슬라이드 HV4484,슈커밍 | 프리모 컴퍼니 | 네이버
테스트,64.4,product_discovered,살로몬,패션소품/의류,searchad_related,살로몬,패션소품/의류,살로몬모자,16310,0,0.0,8774,4451,0.5072942785502621,3.5838277301691934,66019,35000,사이즈반품,6,searchad:살로몬모자,ok,살로몬 모자 등산 러닝 여름 센스 에어로 메쉬 캡 대두 볼캡 | 살로몬 모자 센스 에어로 메쉬 캡 볼캡 등산 러닝 | 살로몬 모자 링크 볼캡 메쉬 햇빛가림 러닝 헬스 대두 등산 로고 캡모자 로고 운동용 캠프캡,SENSIBLE | 파라임 스포츠 | 솔로몬커머스
테스트,64.4,product_discovered,살로몬,신발,searchad_related,살로몬,신발,살로몬샌들,8350,0,0.0,4964,2768,0.5576148267526189,2.911436541143654,139835,63100,사이즈반품,6,searchad:살로몬샌들,ok,살로몬 샌들 여름 트레킹 아쿠아 클로그 등산 운동화 슈즈 신발 | 살로몬 솔앰피비안 L47814800 | 살로몬 샌들운동화 XA PRO 3D AMPHIB 하이브리드 스포츠샌들 아쿠아 아웃도어,그냥일상 | 네이버 | 도토리 in 재팬
테스트,64.1,product_discovered,노스페이스,가방/지갑,searchad_related,노스페이스,가방/지갑,노스페이스백팩,24560,0,0.0,94406,19147,0.20281549901489312,1.2760430196913806,94847,33280,,0,searchad:노스페이스백팩,ok,[국내매장판] 노스페이스 빅샷 백팩 30L 블랙 신학기 노트북 책가방 | 노스페이스 빅샷 백팩 30L 블랙 가방 신학기 책가방 등산가방 | 노스페이스 화이트라벨 보니 멀티 팩 NN2PR83,슈놀자 | 프리모 컴퍼니 | 네이버
테스트,64.0,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스모자,12900,0,0.0,22200,8068,0.36342342342342343,1.579333986287953,75492,51000,,0,searchad:아크테릭스모자,ok,아크테릭스 노반 레귤러 브림 햇 AEOFUX7771 | 아크테릭스 칼버스 캡 AEOSUX6346 | 아크테릭스 칼버스 캡 AEPSU06346,네이버 | 네이버 | 네이버
테스트,63.4,product_discovered,아식스라이프워커,신발,searchad_related,아식스,신발,아식스젤카야노,56850,0,0.0,44009,23183,0.5267786134654275,2.4416956577760596,158671,67000,사이즈반품,6,searchad:아식스젤카야노,ok,아식스 젤 카야노 33 (4E) 1011C229 001 GEL KAYANO 33 4E | 아식스 젤 카야노 14 운동화 런닝화 언리미티드 블랙 퓨어 실버 화이트 크림 그레이 | (국내매장판) 아식스 젤 카야노 14 운동화 런닝화,런너스클럽 | 베이지그 | 런칭샵
테스트,63.3,product_discovered,노스페이스,신발,searchad_related,노스페이스,신발,노스페이스샌들,9240,0,0.0,37315,4069,0.10904462012595471,2.216358839050132,66587,39130,사이즈반품,6,searchad:노스페이스샌들,ok,노스페이스 익스플로어 캠프 샨달 NS82R53 | 노스페이스 익스플로어 캠프 샌달 NS82S03 | 노스페이스 남성 익스플로어 캠프 샌들 여름 트래킹 샌들운동화 여름신발,네이버 | 네이버 | 더헤르츠
테스트,63.1,product_discovered,찰스앤키스,가방/지갑,searchad_related,찰스앤키스,가방/지갑,찰스앤키스가방,20970,0,0.0,26477,18527,0.6997393964573025,1.1257851505878564,93176,59900,,0,searchad:찰스앤키스가방,ok,찰스앤키스 찬스 리사이클 턴락 버킷백 CK2 10701618 | 찰스앤키스 이벳 우븐 숄더 백 CK2 20151510 | 찰스앤키스 L 칼라 토트백 CK2 30671662,네이버 | 네이버 | 네이버
테스트,63.0,product_discovered,뉴발란스,신발,searchad_related,뉴발란스,신발,뉴발란스1080,17030,0,0.0,15047,6026,0.40047850069781354,2.7799542931766243,174100,129000,사이즈반품,6,searchad:뉴발란스1080,ok,뉴발란스 퓨어셀 레벨 V5 V4 1080 프레쉬폼 쿠션화 러닝화 여성 남성 2E | (국내매장판) 뉴발란스 880v15 1080v15 러닝화 워킹화 마라톤화 | 뉴발란스 퓨어셀 레벨 V5 1080 V14 프레쉬폼모어 V6 SC 엘리트 러닝화 런닝화,밤토리사장 | First Wave | 더미네랄TheMineral
테스트,63.0,product_discovered,스노우피크,패션소품/의류,searchad_related,스노우피크,패션소품/의류,스노우피크반팔,10170,0,0.0,49654,1973,0.039734965964474164,4.905933429811867,53317,29300,사이즈반품,6,searchad:스노우피크반팔,ok,스노우피크 공용 반팔 티셔츠 에어로쿨 냉감 일상 캠핑 등산 국내 매장판 MUFTS24 | 스노우피크 여성 반팔 티셔츠 소로나 흡습 속건 일상 캠핑 등산 국내 매장판 MWFTS71 | [백화점판] 스노우피크어패럴 반팔 아스킨 빅로고 반팔티,제로나인 리테일 | 제로나인 리테일 | SM팩토리아울렛
테스트,62.3,product_discovered,유니클로,패션의류,searchad_related,유니클로,패션의류,유니클로선글라스,10150,0,0.0,1747,1253,0.7172295363480252,7.501847745750185,28931,16900,사이즈반품,6,searchad:유니클로선글라스,ok,[유니클로] 선글라스 스퀘어 | Brown | 유니클로 선글라스 웰링턴 | 유니클로 내로우 선글라스 26SS,유니클로 공식 온라인스토어 | 코이코이쇼핑 | 포유바잉
테스트,62.2,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스크로스백,5420,0,0.0,5582,2096,0.3754926549623791,2.4681238615664847,107905,74800,,0,searchad:아크테릭스크로스백,ok,아크테릭스 헬리아드 크로스바디 백 ABQSU10359 | 아크테릭스 헬리아드 6 크로스바디 백 | 아크테릭스 헬리아드 크로스바디 백 ABQSU10359,네이버 | 네이버 | 네이버
테스트,61.8,product_discovered,스노우피크,가방/지갑,searchad_related,스노우피크,가방/지갑,스노우피크가방,9410,0,0.0,27066,5949,0.21979605409000222,1.555629029591668,68305,53000,,0,searchad:스노우피크가방,ok,스노우피크 가방 스몰 호보백 크로스백 파우치 슬링백 캠핑 일상 국내 매장판 ZWFCB25 | 스노우피크 가방 소프트윌 버킷백 6.5L 숄더백 핸드백 캠핑 국내 매장판 ZWFBB22 | 스노우피크 버킷백 캠플 미디움 여성 나일론 주름가방 [백화점신상판/AS가능],제로나인 리테일 | 제로나인 리테일 | 해피J
테스트,61.3,product_discovered,롱샴,가방/지갑,searchad_related,롱샴,가방/지갑,롱샴가방,75560,0,0.0,96352,54152,0.562022583859183,1.3927597139275971,273972,134000,,0,searchad:롱샴가방,ok,[국내발송] 롱샴 르 플리아쥬 미니백 오리지널 핸들 파우치 | [국내백화점] 롱샴 탑 핸들백 토트백 르 플리아쥬 오리지널 스몰 | 꼭 보세요 정가품구별법 [신세계백화점 제품] 롱샴 르 플리아쥬 오리지널 핸들 파우치 미니백,유럽백 | 유로어센틱 | 갤러리 명품관
테스트,61.3,product_discovered,크록스,신발,searchad_related,크록스,신발,크록스샌들,43850,0,0.0,380590,50461,0.13258624766809426,0.8672692391368841,41600,24590,사이즈반품,6,searchad:크록스샌들,ok,크록스 여성 샌들 여름 여자 키높이 샌들 통굽 여행 플랫폼 | [백화점매장판] 크록스 올터레인 클로그 슬리퍼 샌들 신발 | 크록스 클래식 발레 블랙 플랫슈즈 여성 샌들 211994 220 발레 화이트,퍼플리카 | brand-one | 쿠팡
테스트,61.0,product_discovered,헬리녹스,캠핑/아웃도어소품,searchad_related,헬리녹스,캠핑/아웃도어소품,헬리녹스테이블,4770,0,0.0,5467,1945,0.3557709895738065,2.332518337408313,141300,59000,,0,searchad:헬리녹스테이블,ok,헬리녹스 테이블원 하드탑 미디움 기본 캠핑 백패킹 경량 테이블 | [호환] FIXTACK 헬리녹스 테이블원 상판 픽스택 M 타공 | 헬리녹스 테이블 제로 LT Helinox 초경량 캠핑 백패킹 낚시 차박 2026 DAC 프레임,캠핑레시피 | 롱장 | 파밍포유
테스트,60.9,product_discovered,아식스라이프워커,신발,searchad_related,아식스,신발,아식스젤1130,22950,0,0.0,23572,10874,0.4613100288477855,2.0913067249863313,129884,88310,사이즈반품,6,searchad:아식스젤1130,ok,(국내매장판) 아식스 젤 1130 화이트 클라우드 그레이 / 크림 클레이 그레이 | 아식스 젤 1130 가벼운 남성 운동화 조깅화 | 아식스 젤 1130 가벼운 운동화 런닝화 화이트 퓨어 실버 그레이 블랙,디자인 봄이네 | 블리에이 | 베이지그
테스트,60.9,product_discovered,컨버스,신발,searchad_related,컨버스,신발,아키클래식그라나다샌들,1440,0,0.0,787,22,0.02795425667090216,11.80327868852459,66777,54900,사이즈반품,6,searchad:아키클래식그라나다샌들,ok,아키클래식 그라나다 바닐라크림 | 아키클래식 그라나다 TRIPLE BLACK | 아키클래식 그라나다 데저트 샌드,네이버 | 네이버 | 네이버
테스트,60.7,product_discovered,어그,신발,searchad_related,어그,신발,어그샌들,36520,0,0.0,71405,44675,0.6256564666339892,0.8156337241764378,118724,63270,사이즈반품,6,searchad:어그샌들,ok,UGG 미국 어그 봄 여름 샌들 골든스타 골든글로우 플랫폼 스트랩 + 파우치 | 어그 골든글로우 샌들 1152685 | 미국 어그 여성 샌들 슬리퍼 골든스타 골든글로우 플랫폼,정품 해외 수입브랜드 티움 | 네이버 | 세컨찬스라이프
테스트,60.1,product_discovered,라코스테,패션소품/의류,searchad_related,라코스테,패션소품/의류,라코스테반팔,44070,0,0.0,140325,27907,0.19887404240156778,1.5735351876316634,89077,61040,사이즈반품,6,searchad:라코스테반팔,ok,라코스테 베이직 크루넥 반팔 티셔츠 TH380E 56G | 라코스테 베이직 오픈카라 반팔 폴로 셔츠 PH387E 56G | 라코스테 베이직 오토만 반팔 폴로 셔츠 DH8342 56G,네이버 | 네이버 | 네이버
관찰,59.8,product_discovered,스노우피크,캠핑/아웃도어소품,searchad_related,스노우피크,캠핑/아웃도어소품,스노우피크FD체어,2600,0,0.0,972,790,0.8127572016460906,2.9213483146067416,137140,31500,,0,searchad:스노우피크FD체어,ok,스노우피크 FD 체어 LV-077 | 스노우피크 FD 체어 그레이 와이드 폴딩 | 스노우피크 FD체어 메쉬 LV-077M-BK 캠핑 의자 체어,네이버 | 초비초 | 어슬레틱인재팬
관찰,59.4,product_discovered,아크테릭스,가방/지갑,searchad_related,아크테릭스,가방/지갑,아크테릭스가방,10270,0,0.0,27039,9826,0.3634010133510855,1.0346564577876285,146370,74400,,0,searchad:아크테릭스가방,ok,아크테릭스 헬리아드 15 백팩 ABQSU10358 | (국내발송) 아크테릭스 헬리아드 백팩 15 블랙 | [아크테릭스][공식판매처] SS26 헬리아드 15 백팩 ABQSU10358,네이버 | 파이스트82 | 아크테릭스
관찰,59.0,product_discovered,비비안웨스트우드,가방/지갑,searchad_related,비비안웨스트우드,가방/지갑,비비안웨스트우드선글라스,8870,0,0.0,7936,440,0.055443548387096774,16.425925925925927,248596,104630,고가정품,10,searchad:비비안웨스트우드선글라스,ok,비비안웨스트우드 오벌 선글라스 vw5078 | 비비안웨스트우드 선글라스 VW-982S | 비비안웨스트우드 VW-5086-001,네이버 | 네이버 | 네이버
관찰,58.5,product_discovered,아레나,여성수영복,searchad_related,아레나,여성수영복,아레나여성수영복,32520,0,0.0,601002,54935,0.0914056858379839,0.5908967020986645,60084,49500,사이즈반품,6,searchad:아레나여성수영복,ok,아레나 여자 수영복 2부 사각 민소매 강습용 수영장 아쿠아로빅 여성 실내수영복 | 아레나 여성 실내수영복 빅사이즈 아쿠아로빅 강습용 여자수영복 AUFLO09 | 아레나 여자 수영복 실내강습용 여성수영복 원피스 아쿠아로빅 1부,슬로이프 | 스위머즈몰 | 써니온스토어
관찰,58.4,product_discovered,스노우피크,패션소품/의류,searchad_related,스노우피크,패션소품/의류,스노우피크반바지,2770,0,0.0,10897,282,0.025878682206111774,7.2513089005235605,55445,22330,사이즈반품,6,searchad:스노우피크반바지,ok,스노우피크어패럴 타슬란 4부 반바지 S26MULHP64 | 스노우피크 여성 반바지 경량 기능성 팬츠 발수 캠핑 등산 일상 국내 매장판 MWLHP55 | 스노우피크 반바지 타슬란 4부 바지 [백화점신상판/AS가능],네이버 | 제로나인 리테일 | 해피J
관찰,58.1,product_discovered,파타고니아,가방/지갑,searchad_related,파타고니아,가방/지갑,파타고니아백팩,8050,0,0.0,12893,3955,0.3067556038160242,1.9852034525277436,211592,129000,,0,searchad:파타고니아백팩,ok,파타고니아 리퓨지오 백팩 26L 30L 32L | 파타고니아 백팩 47913 | (당일출고) 파타고니아 리퓨지오 백팩 26L 28L 30L Refugio Backpack,LOFTSTORE | 네이버 | 유로브로
관찰,57.7,product_discovered,스케쳐스,신발,searchad_related,스케쳐스,신발,스케쳐스운동화,89100,0,0.0,282910,86272,0.30494503552366475,1.031584309730005,121990,59900,사이즈반품,6,searchad:스케쳐스운동화,ok,[스케쳐스] 남여 고워크 나우 슬립인스 | 스케쳐스 남성 맥스쿠셔닝 아치핏 2.0 슬립인스 SP0ＭRCGY061 | 스케쳐스 여성 맥스쿠셔닝 엘리트 3 SP0ＷRCGX051,스케쳐스코리아 | 스케쳐스 청주 | 스케쳐스 청주
관찰,57.7,product_discovered,라코스테,패션소품/의류,searchad_related,라코스테,패션소품/의류,라코스테반팔니트,3510,0,0.0,15500,639,0.041225806451612904,4.7496617050067655,147231,111440,사이즈반품,6,searchad:라코스테반팔니트,ok,라코스테 립조직 카라 연사 반팔 스웨터 폴로 셔츠 PH943E 56G | 라코스테 브이넥 반팔 가디건 AF360E 56G | 라코스테 베이직 크루넥 반팔 스웨터 AF115E 56G,네이버 | 네이버 | 네이버
관찰,56.7,product_discovered,버켄스탁보스턴,신발,searchad_related,버켄스탁,신발,버켄스탁보스턴타우페,2240,0,0.0,1078,249,0.23098330241187384,6.418338108882521,168093,70330,사이즈반품,6,searchad:버켄스탁보스턴타우페,ok,[국내배송] 버켄스탁 보스턴 소프트 풋베드 토프(타우페) 내로우/레귤러 | 버켄스탁 보스턴 소프트 풋베드 타우페 토프 레귤러 0560771 | 버켄스탁 보스턴 타우페 모카 밍크 블랙,유니크박스 | 클리셰 - Cliche | 뉴스에어
